topic,news_sentiment,news_volume,eksi_sentiment,eksi_volume,avg_favorites,google_trends,date
politics,-0.0872375,8.0,0.007750000000000035,2.0,0.0,37.285714285714285,2025-09-15
politics,0.1873,3.0,,,,26.285714285714285,2025-09-22
politics,0.19121875,16.0,-0.8507,1.0,0.0,10.571428571428571,2025-09-29
politics,0.33818000000000004,10.0,-0.0005999999999999894,2.0,0.0,11.0,2025-10-06
politics,0.04793749999999999,8.0,0.9969,1.0,0.0,14.428571428571429,2025-10-13
politics,0.16713333333333333,9.0,-0.9947,1.0,0.0,15.285714285714286,2025-10-20
politics,0.28085,4.0,,,,12.285714285714286,2025-10-27
politics,0.07947000000000001,10.0,0.31870000000000004,3.0,0.0,12.142857142857142,2025-11-03
politics,0.35616000000000003,10.0,0.8763,1.0,0.0,12.428571428571429,2025-11-10
politics,0.3100714285714286,7.0,0.9666,1.0,0.0,12.0,2025-11-17
politics,0.17161111111111113,9.0,0.2965,2.0,0.0,11.428571428571429,2025-11-24
politics,0.1744,9.0,-0.8666999999999999,3.0,0.0,11.571428571428571,2025-12-01
politics,-0.13175,6.0,-0.99605,2.0,0.0,12.0,2025-12-08
politics,0.19105555555555556,9.0,-0.9977,1.0,0.0,11.428571428571429,2025-12-15
politics,0.4481,12.0,,,,11.571428571428571,2025-12-22
politics,0.298125,8.0,-0.2185,1.0,0.0,12.571428571428571,2025-12-29
politics,0.21942727272727272,11.0,,,,13.571428571428571,2026-01-05
politics,0.27034444444444444,18.0,0.07405,2.0,0.0,13.428571428571429,2026-01-12
politics,-0.06383870967741936,31.0,,,,12.428571428571429,2026-01-19
politics,-0.04102222222222223,18.0,0.9921,1.0,0.0,12.571428571428571,2026-01-26
politics,0.08037500000000002,20.0,-0.8011,1.0,0.0,14.142857142857142,2026-02-02
politics,-0.22180416666666666,24.0,0.9816333333333334,3.0,0.0,12.714285714285714,2026-02-09
politics,-0.17276249999999999,16.0,0.9711,1.0,0.0,10.428571428571429,2026-02-16
politics,0.09802941176470589,17.0,-0.25866666666666666,6.0,0.0,10.0,2026-02-23
politics,0.14236875,16.0,-0.020449999999999968,2.0,0.0,10.0,2026-03-02
politics,0.16135454545454547,22.0,-0.9802,1.0,0.0,10.0,2026-03-09
politics,0.32325294117647063,17.0,,,,10.571428571428571,2026-03-16
politics,0.15582857142857143,14.0,,,,12.714285714285714,2026-03-23
politics,0.09694615384615385,26.0,,,,,2026-03-30
politics,0.11838157894736842,38.0,-0.9308,1.0,0.0,,2026-04-06
politics,0.38963181818181813,22.0,,,,,2026-04-13
politics,0.27363809523809524,42.0,-0.9633,1.0,0.0,,2026-04-20
politics,0.31427894736842105,38.0,-0.9903,1.0,0.0,,2026-04-27
politics,0.2785837209302326,43.0,,,,,2026-05-04
politics,0.13413076923076925,65.0,0.2564,1.0,0.0,,2026-05-11
politics,0.11054861111111111,72.0,0.021025000000000016,4.0,0.0,,2026-05-18
politics,0.2537082474226804,97.0,-0.470725,4.0,0.0,,2026-05-25
politics,0.2793833333333333,192.0,-0.3329666666666667,3.0,0.0,,2026-06-01
politics,0.048051525423728814,295.0,0.20940000000000003,2.0,0.0,,2026-06-08
politics,-0.05882443868739206,1158.0,0.9872,1.0,0.0,,2026-06-15
